PeakID (cmd=annotatePeaks.pl tal1_specific.bed mm10 -annStats tal1_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
tal1_peak_1449	chr5	108231914	108231947	+	62	NA	intron (NM_028481, intron 28 of 28)	B1_Mus2|SINE|Alu	-36967	NM_026106	13486	Mm.303534	NM_026106	ENSMUSG00000029265	Dr1	1700121L09Rik|Dr1l|NC2|NC2beta	down-regulator of transcription 1	protein-coding
tal1_peak_2049	chr9	39630237	39630458	+	62	NA	Intergenic	RLTR9B|LTR|ERVK	7222	NM_146279	258276	Mm.390137	NM_146279	ENSMUSG00000059867	Olfr960	MOR224-12	olfactory receptor 960	protein-coding
tal1_peak_1549	chr6	39546474	39546507	+	62	NA	intron (NM_172477, intron 1 of 18)	PB1|SINE|Alu	11344	NM_172477	209773	Mm.440021	NM_172477	ENSMUSG00000038456	Dennd2a	B930096L08Rik|C130031G22|mKIAA1277	DENN/MADD domain containing 2A	protein-coding
tal1_peak_963	chr19	24207646	24207679	+	62	NA	intron (NM_001360392, intron 1 of 22)	PB1|SINE|Alu	17466	NM_011597	21873	Mm.104744	NM_011597	ENSMUSG00000024812	Tjp2	ZO-2	tight junction protein 2	protein-coding
tal1_peak_530	chr13	103297174	103297207	+	62	NA	intron (NM_175171, intron 1 of 28)	(GAATG)n|Simple_repeat|Simple_repeat	37302	NM_175171	328329	Mm.202606	NM_175171	ENSMUSG00000034751	Mast4	4930420O11Rik|AI642422|mKIAA0303	microtubule associated serine/threonine kinase family member 4	protein-coding
tal1_peak_226	chr11	7312158	7312191	+	62	NA	Intergenic	L1_Mus3|LINE|L1	-98251	NM_008343	16009	Mm.29254	NM_008343	ENSMUSG00000020427	Igfbp3	AI649005|IGFBP-3|IGgfbp3	insulin-like growth factor binding protein 3	protein-coding
tal1_peak_724	chr16	11035404	11035437	+	62	NA	Intergenic	PB1D7|SINE|Alu	26522	NR_040518	100043147	Mm.489001	NR_040518	ENSMUSG00000097056	Gm4262	-	predicted gene 4262	ncRNA
tal1_peak_2439	chrX	167152025	167152058	+	62	NA	Intergenic	PB1D11|SINE|Alu	57177	NM_021278	19241	Mm.142729	NM_021278	ENSMUSG00000049775	Tmsb4x	Ptmb4|Tb4|Tbeta4	thymosin, beta 4, X chromosome	protein-coding
tal1_peak_1220	chr3	90206435	90206468	+	60	NA	intron (NM_029937, intron 36 of 39)	B1_Mus2|SINE|Alu	7196	NM_001190258	100043813	Mm.270283	NM_001190258	ENSMUSG00000050621	Rps27rt	Gm9846|Rps27|Rps27l2	ribosomal protein S27, retrogene	protein-coding
tal1_peak_496	chr13	62668074	62668107	+	60	NA	Intergenic	B1_Mus2|SINE|Alu	-43908	NM_001324406	211378	Mm.247448	NM_173381	ENSMUSG00000072066	6720489N17Rik	9330128I06	RIKEN cDNA 6720489N17 gene	protein-coding
tal1_peak_673	chr15	59575491	59575524	+	60	NA	intron (NM_026746, intron 4 of 6)	PB1D7|SINE|Alu	-73147	NM_144549	211770	Mm.40298	NM_144549	ENSMUSG00000032501	Trib1	A530090O15Rik|TRB-1|Trb1	tribbles pseudokinase 1	protein-coding
tal1_peak_450	chr13	17433829	17433862	+	60	NA	intron (NM_138654, intron 9 of 13)	Lx5|LINE|L1	260920	NM_138654	192136	Mm.364180	NM_138654	ENSMUSG00000055137	Sugct	5033411D12Rik|D17907	succinyl-CoA glutarate-CoA transferase	protein-coding
tal1_peak_848	chr17	47185495	47185528	+	60	NA	intron (NM_001097623, intron 3 of 19)	B1_Mur2|SINE|Alu	44569	NM_001097623	224829	Mm.260989	NM_172622		Trerf1	9430096I18Rik|AI429294|B830015H24|RAPA|Trep-132|Trep132	transcriptional regulating factor 1	protein-coding
tal1_peak_551	chr14	6666252	6666309	+	60	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	90777	NM_001309401	100041151	Mm.396155	NM_001309401	ENSMUSG00000091754	Gm3636	100042043	predicted gene 3636	protein-coding
tal1_peak_620	chr14	57545200	57545233	+	60	NA	Intergenic	PB1|SINE|Alu	20387	NM_145837	239114	Mm.390726	NM_145837	ENSMUSG00000050222	Il17d	AI462269|IL-17D	interleukin 17D	protein-coding
tal1_peak_668	chr15	53039106	53039139	+	59	NA	Intergenic	B1_Mus2|SINE|Alu	307061	NM_010162	14042	Mm.309395	NM_010162	ENSMUSG00000061731	Ext1	AA409028	exostoses (multiple) 1	protein-coding
tal1_peak_2445	chrY	8010559	8010595	+	58	NA	Intergenic	L1Md_A|LINE|L1	-373604	NM_001101623	100040160	Mm.482062	NM_001101623	ENSMUSG00000094081	Gm20826	-	predicted gene, 20826	protein-coding
tal1_peak_2032	chr9	3258852	3258897	+	58	NA	Intergenic	LSU-rRNA_Hsa|rRNA|rRNA	-59061	NR_027988	114673	Mm.422774	NM_053265	ENSMUSG00000042360	4930433N12Rik	-	RIKEN cDNA 4930433N12 gene	ncRNA
tal1_peak_546	chr14	3893965	3893998	+	58	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	47736	NM_177135	320333	Mm.350858	NM_177135	ENSMUSG00000096039	D830030K20Rik	-	RIKEN cDNA D830030K20 gene	protein-coding
tal1_peak_39	chr1	60330020	60330053	+	57	NA	intron (NM_173444, intron 54 of 54)	(T)n|Simple_repeat|Simple_repeat	-13264	NM_030013	77951	Mm.197640	NM_030013	ENSMUSG00000049439	Cyp20a1	A930011N14Rik|Cypm	cytochrome P450, family 20, subfamily a, polypeptide 1	protein-coding
tal1_peak_1202	chr3	59410881	59410914	+	57	NA	Intergenic	L1Md_F2|LINE|L1	-66641	NM_001162884	242050	Mm.228086	NM_001162884	ENSMUSG00000036334	Igsf10	6530405F15Rik|9030224D03|AA409708|AA536958|AI414626|Adlican2|CMF608	immunoglobulin superfamily, member 10	protein-coding
tal1_peak_868	chr17	65819956	65819989	+	57	NA	intron (NR_104465, intron 10 of 18)	PB1D10|SINE|Alu	36617	NM_146081	70351	Mm.48686	NM_146081	ENSMUSG00000061950	Ppp4r1	3110001J10Rik|Pp4r1	protein phosphatase 4, regulatory subunit 1	protein-coding
tal1_peak_345	chr11	117376217	117376250	+	54	NA	Intergenic	B1_Mus1|SINE|Alu	-38156	NR_132097	105827746	Mm.388009	NR_132097	ENSMUSG00000086588	Gm11729	-	predicted gene 11729	ncRNA
tal1_peak_786	chr16	91717334	91717373	+	54	NA	intron (NM_026994, intron 2 of 11)	MTE2a|LTR|ERVL-MaLR	11449	NM_026994	66609	Mm.109823	NM_026994	ENSMUSG00000058240	Cryzl1	2210407J23Rik|2410006O11Rik|QOH-1	crystallin, zeta (quinone reductase)-like 1	protein-coding
tal1_peak_717	chr15	102455343	102455377	+	53	NA	TTS (NM_144547)	TTS (NM_144547)	-3810	NM_001170911	66151	Mm.393955	NM_025385	ENSMUSG00000023048	Prr13	1110020C13Rik|2010324E22Rik	proline rich 13	protein-coding
tal1_peak_1646	chr7	25095678	25095711	+	53	NA	intron (NM_001163554, intron 11 of 14)	B1_Mur4|SINE|Alu	1481	NR_105855	102465968		NR_105855	ENSMUSG00000098441	Mir6537	Gm27808|mmu-mir-6537	microRNA 6537	ncRNA
tal1_peak_628	chr14	66877066	66877099	+	53	NA	Intergenic	B1F|SINE|Alu	8232	NR_157372	432870	Mm.425890	NM_001034881		Gm5464	EG432870	predicted gene 5464	ncRNA
tal1_peak_472	chr13	42810488	42810521	+	53	NA	intron (NM_001005740, intron 1 of 12)	B1_Mus2|SINE|Alu	-55743	NM_001302636	218194	Mm.160124	NM_198419	ENSMUSG00000054728	Phactr1	9630030F18Rik|Rpel1	phosphatase and actin regulator 1	protein-coding
tal1_peak_1715	chr7	122776918	122776951	+	53	NA	Intergenic	PB1D7|SINE|Alu	105190	NM_019430	54376	Mm.444212	NM_019430	ENSMUSG00000066189	Cacng3	-	calcium channel, voltage-dependent, gamma subunit 3	protein-coding
tal1_peak_769	chr16	65893666	65893699	+	53	NA	Intergenic	B1_Mus2|SINE|Alu	78493	NM_028572	73569	Mm.25670	NM_028572	ENSMUSG00000091243	Vgll3	1700110N18Rik|4832416J22|C80713|Vgl-3|Vito-2	vestigial like family member 3	protein-coding
tal1_peak_2407	chrX	102063354	102063387	+	53	NA	intron (NM_001163610, intron 1 of 7)	PB1|SINE|Alu	7937	NM_001278534	331474	Mm.23297	NM_183318	ENSMUSG00000049191	Rtl5	6430402L03Rik|Mar5|Mart5|Rgag4|mKIAA2001	retrotransposon Gag like 5	protein-coding
tal1_peak_1475	chr5	127435646	127435679	+	53	NA	intron (NM_175432, intron 2 of 8)	PB1D11|SINE|Alu	-154039	NR_038128	67351	Mm.320172	NR_038127	ENSMUSG00000087104	Tmem132cos	1700085B03Rik	transmembrane protein 132C, opposite strand	ncRNA
tal1_peak_1241	chr3	111994188	111994221	+	53	NA	intron (NR_045362, intron 2 of 3)	B1_Mm|SINE|Alu	112301	NR_045362	625585	Mm.389497	NR_045362	ENSMUSG00000104543	Gm6602	-	predicted gene 6602	ncRNA
tal1_peak_326	chr11	104528286	104528327	+	53	NA	exon (NM_001285988, exon 7 of 19)	exon (NM_001285988, exon 7 of 19)	22314	NM_001285988	217232	Mm.89845	NM_145436	ENSMUSG00000020687	Cdc27	AI452358|APC3|BC023187	cell division cycle 27	protein-coding
tal1_peak_1539	chr6	32867895	32867928	+	53	NA	intron (NM_025336, intron 5 of 7)	L1Md_T|LINE|L1	192349	NM_025336	66075	Mm.21501	NM_025336	ENSMUSG00000053768	Chchd3	0610041L09Rik|1700039J09Rik|AW558177|Micos19	coiled-coil-helix-coiled-coil-helix domain containing 3	protein-coding
tal1_peak_807	chr17	3140587	3140627	+	53	NA	intron (NM_134123, intron 1 of 19)	B1_Mus1|SINE|Alu	25635	NM_134123	106583	Mm.124373	NM_134123	ENSMUSG00000046201	Scaf8	A630086M08Rik|A930036P18Rik|AA408306|AI447644|AI448652|AU015035|Rbm16|mKIAA1116	SR-related CTD-associated factor 8	protein-coding
tal1_peak_240	chr11	32498885	32498918	+	53	NA	intron (NM_001361561, intron 1 of 1)	PB1D7|SINE|Alu	28673	NM_027031	69306	Mm.288704	NM_027031	ENSMUSG00000044056	Efcab9	1700007I06Rik|4930403C08Rik	EF-hand calcium binding domain 9	protein-coding
tal1_peak_1303	chr4	57843941	57843976	+	53	NA	intron (NM_001304544, intron 6 of 8)	PB1D11|SINE|Alu	-1290	NM_009649	11641	Mm.467752	NM_009649	ENSMUSG00000038729	Akap2	AA959716|AI649048|Akap-2|Akap-kl|B230340M18Rik|Prka2	A kinase (PRKA) anchor protein 2	protein-coding
tal1_peak_1479	chr5	130163043	130163076	+	53	NA	Intergenic	B1_Mus2|SINE|Alu	-8760	NM_001199059	56715	Mm.288639	NM_019983	ENSMUSG00000025340	Rabgef1	Rab5ef|Rabex5|Rin2	RAB guanine nucleotide exchange factor (GEF) 1	protein-coding
tal1_peak_395	chr12	71424903	71424936	+	53	NA	Intergenic	B1_Mur2|SINE|Alu	-40711	NR_136902	67348	Mm.54261	NR_136902	ENSMUSG00000100668	1700083H02Rik	100041190|Gm3190	RIKEN cDNA 1700083H02 gene	ncRNA
tal1_peak_917	chr18	36439262	36439295	+	53	NA	intron (NM_026027, intron 2 of 3)	B1F|SINE|Alu	15217	NM_026027	67199	Mm.30184	NM_026027	ENSMUSG00000024346	Pfdn1	2700086I23Rik|AA408327|AU044714	prefoldin 1	protein-coding
tal1_peak_1317	chr4	90304204	90304237	+	52	NA	Intergenic	L1_Rod|LINE|L1	57094	NR_033610	619842	Mm.484218	NR_033610	ENSMUSG00000080756	Gm12633	-	zinc finger protein 352 pseudogene	pseudo
tal1_peak_1695	chr7	101240818	101240851	+	52	NA	intron (NM_001146010, intron 9 of 19)	L1_Mus3|LINE|L1	61254	NR_152152	73683	Mm.275744	NM_001111111	ENSMUSG00000047767	Atg16l2	2410118P20Rik	autophagy related 16-like 2 (S. cerevisiae)	protein-coding
tal1_peak_282	chr11	77510849	77510882	+	52	NA	intron (NM_001024920, intron 3 of 6)	PB1|SINE|Alu	2408	NM_001024920	216964	Mm.341211	NM_001024920	ENSMUSG00000044328	Trp53i13	2410019G02Rik|Tp53i13	transformation related protein 53 inducible protein 13	protein-coding
tal1_peak_596	chr14	34266683	34266716	+	52	NA	intron (NM_001360074, intron 3 of 9)	ID_B1|SINE|B4	43818	NR_153399	75698	Mm.45406	NM_029389	ENSMUSG00000041471	Shld2	3110001K24Rik|Fam35a	shieldin complex subunit 2	protein-coding
tal1_peak_2344	chrX	13212940	13213021	+	50	NA	Intergenic	RLTR1D|LTR|ERV1	23303	NR_045430	72122	Mm.75434	NR_045429	ENSMUSG00000100714	2010308F09Rik	-	RIKEN cDNA 2010308F09 gene	ncRNA
tal1_peak_1834	chr8	104371161	104371194	+	50	NA	intron (NM_153582, intron 1 of 3)	B1_Mur4|SINE|Alu	24630	NM_153582	97487	Mm.29658	NM_153582	ENSMUSG00000096188	Cmtm4	Cklfsf4|D19397|Gm9853	CKLF-like MARVEL transmembrane domain containing 4	protein-coding
tal1_peak_550	chr14	6334054	6334104	+	48	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	-46829	NM_001270812	100861615	Mm.488431	NM_001270812	ENSMUSG00000079396	LOC100861615	-	alpha takusan-like	protein-coding
tal1_peak_1609	chr6	124849052	124849085	+	47	NA	intron (NR_163806, intron 9 of 14)	PB1D10|SINE|Alu	8649	NM_013534	14789	Mm.35708	NM_013534	ENSMUSG00000023191	P3h3	BC016431|Grcb|Leprel2	prolyl 3-hydroxylase 3	protein-coding
tal1_peak_1334	chr4	116040922	116040955	+	47	NA	intron (NM_028142, intron 3 of 5)	PB1|SINE|Alu	12536	NM_001369075	72181	Mm.282560	NM_028142	ENSMUSG00000028706	Nsun4	2310010O12Rik|2810405F18Rik|AI507900|Shtap	NOL1/NOP2/Sun domain family, member 4	protein-coding
tal1_peak_1839	chr8	106625615	106625648	+	47	NA	intron (NM_009864, intron 2 of 15)	B1_Mus1|SINE|Alu	22281	NM_009864	12550	Mm.35605	NM_009864	ENSMUSG00000000303	Cdh1	AA960649|ARC-1|E-cad|Ecad|L-CAM|UVO|Um	cadherin 1	protein-coding
tal1_peak_1204	chr3	62261077	62261110	+	47	NA	Intergenic	Lx6|LINE|L1	-77684	NM_001081295	622434	Mm.153974	NM_001081295	ENSMUSG00000036885	Arhgef26	4631416L12Rik|8430436L14Rik|AI303572|AW491953|SGEF	Rho guanine nucleotide exchange factor (GEF) 26	protein-coding
tal1_peak_67	chr1	93081648	93081681	+	47	NA	intron (NM_001368847, intron 2 of 48)	PB1D11|SINE|Alu	816	NM_001294150	16560	Mm.276408	NM_008440	ENSMUSG00000014602	Kif1a	ATSV|C630002N23Rik|Gm1626|Kns1	kinesin family member 1A	protein-coding
tal1_peak_1133	chr2	143861846	143861879	+	47	NA	intron (NM_009751, intron 1 of 7)	intron (NM_009751, intron 1 of 7)	1311	NM_009751	12075	Mm.275937	NM_009751	ENSMUSG00000027420	Bfsp1	CP95	beaded filament structural protein 1, in lens-CP94	protein-coding
tal1_peak_591	chr14	28874039	28874072	+	47	NA	Intergenic	L1MA5|LINE|L1	-144153	NM_176920	319476	Mm.95780	NM_176920	ENSMUSG00000045776	Lrtm1	A930016D02Rik	leucine-rich repeats and transmembrane domains 1	protein-coding
tal1_peak_1435	chr5	92888766	92888822	+	47	NA	intron (NM_001077595, intron 1 of 9)	intron (NM_001077595, intron 1 of 9)	-9199	NM_001077596	27428	Mm.46014	NM_015756	ENSMUSG00000029381	Shroom3	AL022960|D5Ertd287e|Shrm|Shrm3	shroom family member 3	protein-coding
tal1_peak_2086	chr9	78922569	78922602	+	47	NA	Intergenic	Intergenic	307039	NM_153098	235505	Mm.32955	NM_153098	ENSMUSG00000046186	Cd109	9930012E15Rik|AI480638|GARP	CD109 antigen	protein-coding
tal1_peak_121	chr1	192180886	192180919	+	47	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	-9875	NM_010600	16510	Mm.4489	NM_010600	ENSMUSG00000058248	Kcnh1	EAG1|Kv10.1|M-eag	potassium voltage-gated channel, subfamily H (eag-related), member 1	protein-coding
tal1_peak_892	chr18	11034659	11034692	+	47	NA	Intergenic	PB1D10|SINE|Alu	-17835	NM_010258	14465	Mm.329287	NM_010258	ENSMUSG00000005836	Gata6	AA410133|GATA-6	GATA binding protein 6	protein-coding
tal1_peak_997	chr19	55213265	55213298	+	47	NA	intron (NM_001081076, intron 14 of 20)	B1F1|SINE|Alu	4291	NM_001371012								
tal1_peak_714	chr15	99105798	99105831	+	47	NA	Intergenic	B2_Mm1a|SINE|B2	6330	NM_176835	72778	Mm.30544	NM_176835	ENSMUSG00000038009	Dnajc22	2810451A06Rik|AI506245	DnaJ heat shock protein family (Hsp40) member C22	protein-coding
tal1_peak_1493	chr5	139308534	139308567	+	47	NA	intron (NM_172723, intron 1 of 10)	B1F|SINE|Alu	16914	NM_172723	231821	Mm.297819	NM_172723	ENSMUSG00000056413	Adap1	4930431P11Rik|Centa1|GC1L|p42IP4	ArfGAP with dual PH domains 1	protein-coding
tal1_peak_1749	chr8	6258762	6258795	+	47	NA	Intergenic	L1_Mus3|LINE|L1	-1153491	NM_011388	20494	Mm.3500	NM_011388	ENSMUSG00000023073	Slc10a2	9130221J18Rik|AI605518|ASBT|IBAT|ISBT	solute carrier family 10, member 2	protein-coding
tal1_peak_1462	chr5	120687182	120687231	+	47	NA	intron (NM_008052, intron 3 of 9)	intron (NM_008052, intron 3 of 9)	24463	NM_008052	14357	Mm.1645	NM_008052	ENSMUSG00000029603	Dtx1	Fxit1|mKIAA4160	deltex 1, E3 ubiquitin ligase	protein-coding
tal1_peak_1281	chr4	38111367	38111400	+	47	NA	Intergenic	L1_Mus4|LINE|L1	744100	NR_151606	102636968	Mm.136083	NR_151606	ENSMUSG00000085632	Gm12381	-	predicted gene 12381	ncRNA
tal1_peak_678	chr15	73616654	73616687	+	47	NA	intron (NM_001033219, intron 1 of 7)	PB1|SINE|Alu	654	NM_001357747	106068	Mm.212813	NM_001033219	ENSMUSG00000079020	Slc45a4	9330175B01Rik|AW552276	solute carrier family 45, member 4	protein-coding
tal1_peak_386	chr12	58367842	58367875	+	47	NA	Intergenic	LTR55|LTR|ERVL?	-98600	NM_025809	66864	Mm.280563	NM_025809	ENSMUSG00000045930	Clec14a	1200003C23Rik|AI642649	C-type lectin domain family 14, member a	protein-coding
tal1_peak_1562	chr6	59823406	59823439	+	47	NA	Intergenic	L1_Mus1|LINE|L1	-254597	NR_152156	434019	Mm.445137	NR_152156	ENSMUSG00000073045	Gm5570	EG434019	predicted gene 5570	ncRNA
tal1_peak_1676	chr7	78932537	78932570	+	47	NA	Intergenic	B1F2|SINE|Alu	18318	NM_001113527	57444	Mm.322843	NM_020583	ENSMUSG00000039236	Isg20	1600023I01Rik|2010107M23Rik|20kDa|DnaQL|HEM45	interferon-stimulated protein	protein-coding
tal1_peak_1731	chr7	138104448	138104481	+	47	NA	Intergenic	B1F|SINE|Alu	293266	NM_183289	70571	Mm.334297	NM_183289	ENSMUSG00000091002	Tcerg1l	5730476P14Rik	transcription elongation regulator 1-like	protein-coding
tal1_peak_999	chr19	55753528	55753561	+	47	NA	intron (NM_001331137, intron 3 of 14)	intron (NM_001331137, intron 3 of 14)	11734	NM_009333	21416	Mm.139815	NM_009333	ENSMUSG00000024985	Tcf7l2	TCF4B|TCF4E|Tcf-4|Tcf4	transcription factor 7 like 2, T cell specific, HMG box	protein-coding
tal1_peak_1465	chr5	121242865	121242898	+	47	NA	intron (NM_181421, intron 1 of 75)	RSINE1|SINE|B4	22662	NM_181421	269700	Mm.184589	NM_181421	ENSMUSG00000042744	Hectd4	A130010L24|AU042671|BC019639|EG545802|Gm15800|mKIAA0614	HECT domain E3 ubiquitin protein ligase 4	protein-coding
tal1_peak_1509	chr5	148258330	148258363	+	47	NA	intron (NM_001359503, intron 7 of 14)	L1M2|LINE|L1	-6871	NM_001359511	77521	Mm.244177	NM_029920	ENSMUSG00000029651	Mtus2	5730592G18Rik|A730013O20Rik|AU067634|C130038G02Rik|Cazip|Gm763|mKIAA0774	microtubule associated tumor suppressor candidate 2	protein-coding
tal1_peak_38	chr1	60086654	60086687	+	47	NA	intron (NM_021312, intron 6 of 12)	B1F|SINE|Alu	11237	NM_021312	57750	Mm.281079	NM_021312	ENSMUSG00000026019	Wdr12	4933402C23Rik|Ytm1|Ytm1p	WD repeat domain 12	protein-coding
tal1_peak_2107	chr9	110291836	110291869	+	47	NA	Intergenic	B1_Mur1|SINE|Alu	10565	NR_105744	102465959		NR_105744	ENSMUSG00000098973	Mir6236	Gm27547|mmu-mir-6236	microRNA 6236	ncRNA
tal1_peak_1789	chr8	37549213	37549246	+	47	NA	intron (NM_145841, intron 5 of 7)	L1Md_F2|LINE|L1	-524991	NR_126063	414128	Mm.450976	NR_126063	ENSMUSG00000110242	G630064G18Rik	-	RIKEN cDNA G630064G18 gene	ncRNA
tal1_peak_479	chr13	46915207	46915240	+	47	NA	intron (NM_010617, intron 2 of 37)	PB1|SINE|Alu	14495	NM_010617	16553	Mm.342703	NM_010617	ENSMUSG00000021375	Kif13a	4930505I07Rik|mKIAA4109	kinesin family member 13A	protein-coding
tal1_peak_1125	chr2	128691024	128691057	+	47	NA	Intergenic	B4A|SINE|B4	-3645	NM_008569	17222	Mm.277408	NM_008569	ENSMUSG00000014355	Anapc1	2610021O03Rik|AI047775|AI853536|AW547281|Apc1|Mcpr|tsg24	anaphase promoting complex subunit 1	protein-coding
tal1_peak_21	chr1	38447759	38447849	+	47	NA	intron (NM_001290814, intron 4 of 21)	intron (NM_001290814, intron 4 of 21)	179440	NM_001290814	16764	Mm.336679	NM_010678	ENSMUSG00000037138	Aff3	3222402O04Rik|A730046J16|LAF-4|Laf4	AF4/FMR2 family, member 3	protein-coding
tal1_peak_2358	chrX	52959604	52959637	+	47	NA	Intergenic	B3A|SINE|B2	-28458	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
tal1_peak_2401	chrX	99203935	99203968	+	47	NA	Intergenic	B1F|SINE|Alu	67890	NM_010110	13641	Mm.3374	NM_010110	ENSMUSG00000031217	Efnb1	Cek5-L|EFL-3|Elk-L|Epl2|Eplg2|LERK-2|Lerk2|Stra1	ephrin B1	protein-coding
tal1_peak_1582	chr6	99656527	99656560	+	47	NA	intron (NM_025829, intron 1 of 6)	PB1D11|SINE|Alu	10228	NM_025829	66892	Mm.32889	NM_025829	ENSMUSG00000093661	Eif4e3	1300018P11Rik|AI451927|eIF4E-3	eukaryotic translation initiation factor 4E member 3	protein-coding
tal1_peak_1777	chr8	30427768	30427801	+	47	NA	Intergenic	L1_Mus3|LINE|L1	-140611	NR_045856	71314	Mm.158666	NR_045856	ENSMUSG00000097044	4933433F19Rik	-	RIKEN cDNA 4933433F19 gene	ncRNA
tal1_peak_1310	chr4	74418823	74418856	+	47	NA	Intergenic	L1_Rod|LINE|L1	166960	NM_144787	76804	Mm.209059	NM_144787	ENSMUSG00000028397	Kdm4c	2410141F18Rik|AA517467|Gasc1|Jmjd2c	lysine (K)-specific demethylase 4C	protein-coding
tal1_peak_2435	chrX	160802757	160802790	+	47	NA	intron (NM_001024624, intron 18 of 18)	intron (NM_001024624, intron 18 of 18)	34760	NM_011302	20147	Mm.41982	NM_011302	ENSMUSG00000031293	Rs1	Rs1h|Xlrs1|tmgc1	retinoschisis (X-linked, juvenile) 1 (human)	protein-coding
tal1_peak_1343	chr4	126365507	126365540	+	47	NA	intron (NM_153402, intron 11 of 18)	PB1D11|SINE|Alu	-39835	NM_001357262	24084	Mm.23895	NM_011902	ENSMUSG00000028845	Tekt2	AU014974|tektin-t	tektin 2	protein-coding
tal1_peak_2433	chrX	157507560	157507593	+	47	NA	Intergenic	PB1|SINE|Alu	-15289	NM_009214	20603	Mm.18652	NM_009214	ENSMUSG00000071708	Sms	AI427066|Gy|SPMSY|SpmST|gyro	spermine synthase	protein-coding
tal1_peak_1605	chr6	123193113	123193146	+	47	NA	intron (NM_001004159, intron 3 of 5)	L1_Mus2|LINE|L1	20106	NM_001004159	381809	Mm.333372	NM_001004159	ENSMUSG00000067767	Clec4b2	Aplra1|F830043G12Rik|mDCAR1	C-type lectin domain family 4, member b2	protein-coding
tal1_peak_1250	chr3	130074565	130074598	+	47	NA	Intergenic	B1_Mus2|SINE|Alu	-13674	NM_207209	99683	Mm.192303	NM_207209	ENSMUSG00000001052	Sec24b	AI605202|SEC24	Sec24 related gene family, member B (S. cerevisiae)	protein-coding
tal1_peak_902	chr18	15015213	15015246	+	47	NA	intron (NM_134112, intron 1 of 4)	intron (NM_134112, intron 1 of 4)	26234	NR_045372	74456	Mm.391075	NR_045372	ENSMUSG00000117450	4933424G05Rik	-	RIKEN cDNA 4933424G05 gene	ncRNA
tal1_peak_402	chr12	78369171	78369204	+	47	NA	intron (NM_145965, intron 2 of 22)	(A)n|Simple_repeat|Simple_repeat	142532	NM_172952	268566	Mm.341742	NM_145965	ENSMUSG00000047454	Gphn	5730552E08Rik|AI662856|BC027112|C230040D23|GPH|GPHRYN|geph	gephyrin	protein-coding
tal1_peak_1489	chr5	136913085	136913118	+	47	NA	3' UTR (NM_026073, exon 5 of 5)	3' UTR (NM_026073, exon 5 of 5)	4951	NM_026073	67286	Mm.41779	NM_026073	ENSMUSG00000007987	Ift22	3110017O03Rik|AI835745|AI847427|Rabl5	intraflagellar transport 22	protein-coding
tal1_peak_1709	chr7	118329803	118329836	+	47	NA	Intergenic	PB1D7|SINE|Alu	85912	NR_027879	67745	Mm.483404	NM_183267	ENSMUSG00000055159	4930583K01Rik	-	RIKEN cDNA 4930583K01 gene	ncRNA
tal1_peak_1580	chr6	91877544	91877577	+	47	NA	promoter-TSS (NM_172730)	promoter-TSS (NM_172730)	-493	NM_172730	232236	Mm.234879	NM_172730	ENSMUSG00000034083	Ccdc174	C130022K22Rik	coiled-coil domain containing 174	protein-coding
tal1_peak_58	chr1	82223033	82223066	+	47	NA	Intergenic	B4|SINE|B4	68390	NM_010570	16367	Mm.4952	NM_010570	ENSMUSG00000055980	Irs1	G972R|IRS-1	insulin receptor substrate 1	protein-coding
tal1_peak_710	chr15	89907286	89907319	+	47	NA	Intergenic	L1_Mur3|LINE|L1	-65442	NM_018803	54526	Mm.261601	NM_018803	ENSMUSG00000063260	Syt10	-	synaptotagmin X	protein-coding
tal1_peak_1656	chr7	44694566	44694599	+	47	NA	Intergenic	Intergenic	-14148	NM_029317	75510	Mm.273301	NM_029317	ENSMUSG00000066500	Izumo2	1700023D19Rik	IZUMO family member 2	protein-coding
tal1_peak_918	chr18	38380466	38380499	+	47	NA	Intergenic	Intergenic	-38425	NM_001355749	65113	Mm.102496	NM_022996	ENSMUSG00000024425	Ndfip1	0610010M22Rik|N4wbp5	Nedd4 family interacting protein 1	protein-coding
tal1_peak_1567	chr6	70731050	70731095	+	47	NA	Intergenic	Intergenic	61103	NM_009075	19895	Mm.17905	NM_009075	ENSMUSG00000053604	Rpia	RPI	ribose 5-phosphate isomerase A	protein-coding
tal1_peak_1004	chr19	60241568	60241601	+	47	NA	Intergenic	B1F|SINE|Alu	-14883	NM_001358272	76539	Mm.290183	NM_029648	ENSMUSG00000057858	Fam204a	2310065H12Rik|2610015K05Rik|D19Ertd737e	family with sequence similarity 204, member A	protein-coding
