PeakID (cmd=annotatePeaks.pl shared_peaks.bed mm10 -annStats shared_peaks_annstats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
lmo2_peak_1241	chr4	132076795	132077055	+	169	NA	Intergenic	Intergenic	-1612	NM_001128607	269587	Mm.30038	NM_183428	ENSMUSG00000028906	Epb41	4.1R|AI415518|D4Ertd442e|Elp-1|Elp1|Epb4.1|mKIAA4056	erythrocyte membrane protein band 4.1	protein-coding
lmo2_peak_662	chr16	17873027	17873283	+	169	NA	intron (NM_001109750, intron 1 of 9)	intron (NM_001109750, intron 1 of 9)	18573	NM_010048	13356	Mm.254515	NM_010048	ENSMUSG00000003166	Dgcr2	9930034O06Rik|DGS-C|Dgsc|Idd|Lan|Sez12|mKIAA0163	DiGeorge syndrome critical region gene 2	protein-coding
lmo2_peak_1200	chr4	100548315	100548549	+	169	NA	intron (NM_001033773, intron 9 of 9)	intron (NM_001033773, intron 9 of 9)	69565	NM_001033773	381534	Mm.318133	NM_001033773	ENSMUSG00000069733	Ube2u	-	ubiquitin-conjugating enzyme E2U (putative)	protein-coding
lmo2_peak_768	chr17	47535718	47536122	+	169	NA	intron (NM_001081635, intron 1 of 6)	intron (NM_001081635, intron 1 of 6)	30869	NM_001081636	12445	Mm.27291	NM_007632	ENSMUSG00000034165	Ccnd3	9230106B05Rik|AA682053|AL024085|AW146355|C78795	cyclin D3	protein-coding
lmo2_peak_1543	chr7	110619060	110619376	+	169	NA	Intergenic	Intergenic	-4298	NM_177324	319934	Mm.102970	NM_177324	ENSMUSG00000038371	Sbf2	4833411B01Rik|AA414977|AI317167|B430219L04Rik|Mtmr13|mMTMH1	SET binding factor 2	protein-coding
lmo2_peak_279	chr11	84593069	84593268	+	169	NA	Intergenic	Intergenic	67508	NR_038057	78365	Mm.260345	NR_038057	ENSMUSG00000087211	Lhx1os	1500016L03Rik|Lhx1as	LIM homeobox 1, opposite strand	ncRNA
lmo2_peak_1723	chr8	122284641	122284990	+	169	NA	intron (NM_009569, intron 1 of 9)	intron (NM_009569, intron 1 of 9)	2674	NM_009569	22761	Mm.3105	NM_009569	ENSMUSG00000049577	Zfpm1	FOG|Fog1	zinc finger protein, multitype 1	protein-coding
lmo2_peak_1289	chr5	24855277	24855553	+	169	NA	Intergenic	Intergenic	-13054	NM_053075	19744	Mm.319175	NM_053075	ENSMUSG00000028945	Rheb	Rheb1	Ras homolog enriched in brain	protein-coding
lmo2_peak_865	chr19	28095829	28096218	+	169	NA	Intergenic	Intergenic	-84857	NM_001166414	19726	Mm.313321	NM_011265	ENSMUSG00000040929	Rfx3	C230093O12Rik|MRFX3	regulatory factor X, 3 (influences HLA class II expression)	protein-coding
lmo2_peak_127	chr10	29693327	29693924	+	169	NA	Intergenic	Intergenic	-157758	NM_028351	72780	Mm.45191	NM_028351	ENSMUSG00000019880	Rspo3	2810459H04Rik|AW742308|Cristin1|Thsd2	R-spondin 3	protein-coding
lmo2_peak_260	chr11	66912932	66913184	+	169	NA	intron (NM_178656, intron 1 of 1)	intron (NM_178656, intron 1 of 1)	1067	NM_178656	193003	Mm.440256	NM_178656	ENSMUSG00000048070	Pirt	A530088H08Rik	phosphoinositide-interacting regulator of transient receptor potential channels	protein-coding
lmo2_peak_1401	chr6	31650874	31651148	+	169	NA	Intergenic	Intergenic	15120	NR_152155	434003	Mm.332979	NR_152155	ENSMUSG00000084973	Gm13848	-	predicted gene 13848	ncRNA
lmo2_peak_764	chr17	44134142	44134427	+	169	NA	Intergenic	Intergenic	-28475	NM_001357997	224794	Mm.255971	NM_199016	ENSMUSG00000023961	Enpp4	4933413N07Rik|AA986363|AI195364|E-NPP 4|Gm90	ectonucleotide pyrophosphatase/phosphodiesterase 4	protein-coding
lmo2_peak_267	chr11	71634453	71634745	+	169	NA	Intergenic	Intergenic	-116086	NM_001357960	216881	Mm.48648	NM_177618	ENSMUSG00000020811	Wscd1	mKIAA0523	WSC domain containing 1	protein-coding
lmo2_peak_876	chr19	37716018	37716387	+	169	NA	Intergenic	Intergenic	18394	NM_007811	13082	Mm.42230	NM_007811	ENSMUSG00000024987	Cyp26a1	Cyp26|P450RA|P450RAI|RAH	cytochrome P450, family 26, subfamily a, polypeptide 1	protein-coding
lmo2_peak_1804	chr9	62407761	62408083	+	169	NA	Intergenic	LTR85a|LTR|Gypsy?	66579	NM_009672	11737	Mm.269088	NM_009672	ENSMUSG00000032249	Anp32a	Anp32|I1PP2A|LANP|PHAP1|W91701|pp32	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	protein-coding
lmo2_peak_647	chr15	101941850	101942117	+	165	NA	Intergenic	Intergenic	-1659	NM_146063	223917	Mm.162744	NM_146063	ENSMUSG00000061397	Krt79	BC031593	keratin 79	protein-coding
lmo2_peak_593	chr15	56623435	56623901	+	164	NA	Intergenic	Intergenic	-66276	NR_002874	594843	Mm.484850	NR_002874	ENSMUSG00000086541	Has2os	EG594843|Has2as|Hasnt	hyaluronan synthase 2, opposite strand	ncRNA
lmo2_peak_1236	chr4	129234677	129234888	+	164	NA	intron (NM_001285867, intron 1 of 6)	MIRc|SINE|MIR	4436	NM_001285865	97130	Mm.331907	NM_001033189	ENSMUSG00000050390	C77080	mKIAA1522	expressed sequence C77080	protein-coding
lmo2_peak_404	chr12	117947049	117947421	+	164	NA	intron (NM_010060, intron 65 of 81)	intron (NM_010060, intron 65 of 81)	103374	NM_146040	217946	Mm.281149	NM_146040	ENSMUSG00000021175	Cdca7l	BC006933|JPO2	cell division cycle associated 7 like	protein-coding
lmo2_peak_1089	chr3	60785179	60785501	+	164	NA	Intergenic	Intergenic	-217445	NM_001282016	18441	Mm.281452	NM_008772	ENSMUSG00000027765	P2ry1	P2Y1	purinergic receptor P2Y, G-protein coupled 1	protein-coding
lmo2_peak_931	chr2	27703327	27703597	+	156	NA	intron (NM_011305, intron 1 of 9)	intron (NM_011305, intron 1 of 9)	-5830	NM_001290481	20181	Mm.24624	NM_011305	ENSMUSG00000015846	Rxra	9530071D11Rik|Nr2b1|RXRalpha1	retinoid X receptor alpha	protein-coding
lmo2_peak_1008	chr2	116998897	116999210	+	156	NA	Intergenic	Intergenic	98901	NR_040336	320975	Mm.132509	NR_040335	ENSMUSG00000085316	D330050G23Rik	-	RIKEN cDNA D330050G23 gene	ncRNA
lmo2_peak_409	chr13	11836771	11836994	+	156	NA	intron (NM_023868, intron 12 of 104)	intron (NM_023868, intron 12 of 104)	270063	NM_023868	20191	Mm.239871	NM_023868	ENSMUSG00000021313	Ryr2	9330127I20Rik|RYR-2	ryanodine receptor 2, cardiac	protein-coding
lmo2_peak_1095	chr3	78575764	78576138	+	156	NA	Intergenic	Intergenic	569795	NM_001310536	76089	Mm.31220	NM_001099624	ENSMUSG00000062232	Rapgef2	5830453M24Rik|CNRasGEF|Pdzgef1|RA-GEF-1|mKIAA0313|nRapGEP	Rap guanine nucleotide exchange factor (GEF) 2	protein-coding
lmo2_peak_628	chr15	82341902	82342310	+	156	NA	intron (NM_177391, intron 1 of 1)	intron (NM_177391, intron 1 of 1)	927	NM_177391	338368	Mm.444916	NM_177391	ENSMUSG00000049687	Pheta2	C920005C14Rik|Fam109b|IPIP27B|Ses2	PH domain containing endocytic trafficking adaptor 2	protein-coding
lmo2_peak_557	chr14	73123688	73124118	+	156	NA	Intergenic	Intergenic	-18607	NM_134083	105670	Mm.280068	NM_134083	ENSMUSG00000022106	Rcbtb2	2610028E02Rik|2810420M18Rik|AI448345|AW240694|Chc1l|RC/BTB2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	protein-coding
lmo2_peak_1505	chr7	49521900	49522259	+	156	NA	intron (NM_001111016, intron 12 of 38)	intron (NM_001111016, intron 12 of 38)	114756	NM_001005232	13172	Mm.307176	NM_001005232	ENSMUSG00000030507	Dbx1	AI426026|Dbx	developing brain homeobox 1	protein-coding
lmo2_peak_35	chr1	80218326	80218577	+	156	NA	Intergenic	Intergenic	-4507	NM_173425	241128	Mm.145511	NM_173425	ENSMUSG00000043230	Fam124b	A830043J08Rik	family with sequence similarity 124, member B	protein-coding
lmo2_peak_967	chr2	75019524	75019854	+	156	NA	Intergenic	LTR52|LTR|ERVL	193877	NM_016804	53375	Mm.292613	NM_016804	ENSMUSG00000027099	Mtx2	1500012G02Rik	metaxin 2	protein-coding
lmo2_peak_1742	chr8	125870469	125870856	+	156	NA	intron (NM_175561, intron 8 of 33)	intron (NM_175561, intron 8 of 33)	-27252	NR_155422	102632990	Mm.429446	NR_155422		A730098A19Rik	-	RIKEN cDNA A730098A19 gene	ncRNA
lmo2_peak_1542	chr7	109852849	109853164	+	156	NA	intron (NM_020052, intron 3 of 21)	intron (NM_020052, intron 3 of 21)	12673	NM_020052	56788	Mm.40447	NM_020052	ENSMUSG00000007279	Scube2	4932442O19Rik|Cegf1|Cegp1	signal peptide, CUB domain, EGF-like 2	protein-coding
lmo2_peak_317	chr11	114780133	114780408	+	156	NA	intron (NM_001102615, intron 5 of 19)	intron (NM_001102615, intron 5 of 19)	14881	NM_001102615	286942	Mm.308713	NM_001102615	ENSMUSG00000010021	Kif19a	Kif19	kinesin family member 19A	protein-coding
lmo2_peak_1412	chr6	37863001	37863284	+	156	NA	Intergenic	RLTR1F_Mm|LTR|ERVK	-7669	NM_001272064	21848	Mm.41063	NM_145076	ENSMUSG00000029833	Trim24	A130082H20Rik|AI447469|D430004I05Rik|TIF1|TIF1-alpha|TIF1alpha|Tif1a	tripartite motif-containing 24	protein-coding
lmo2_peak_19	chr1	64040859	64041292	+	156	NA	intron (NM_033563, intron 3 of 3)	intron (NM_033563, intron 3 of 3)	1426	NR_105864	102466760		NR_105864	ENSMUSG00000098487	Mir6899	Gm27384|mmu-mir-6899	microRNA 6899	ncRNA
lmo2_peak_111	chr10	17600789	17601091	+	156	NA	Intergenic	B4A|SINE|B4	-122288	NM_010828	17684	Mm.272321	NM_010828	ENSMUSG00000039910	Cited2	AI835299|ER154-like|Mrg1|Msg2|p35srj	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	protein-coding
lmo2_peak_237	chr11	50240367	50240603	+	156	NA	Intergenic	Intergenic	-1953	NR_132733	17001	Mm.245151	NM_008521	ENSMUSG00000020377	Ltc4s	-	leukotriene C4 synthase	protein-coding
lmo2_peak_1856	chr9	112996274	112996536	+	156	NA	Intergenic	Lx8b|LINE|L1	590747	NR_040760	102688	Mm.394901	NR_040760	ENSMUSG00000109890	AU023762	-	expressed sequence AU023762	ncRNA
lmo2_peak_1549	chr7	113085321	113085546	+	156	NA	Intergenic	Intergenic	56582	NR_045978	75239	Mm.381688	NR_045978	ENSMUSG00000110009	4930543E12Rik	4930545H14Rik	RIKEN cDNA 4930543E12 gene	ncRNA
lmo2_peak_1197	chr4	95156767	95157115	+	156	NA	Intergenic	Intergenic	-104719	NM_010591	16476	Mm.275071	NM_010591	ENSMUSG00000052684	Jun	AP-1|Junc|c-jun	jun proto-oncogene	protein-coding
lmo2_peak_1282	chr5	3670177	3670450	+	156	NA	intron (NM_029154, intron 8 of 10)	intron (NM_029154, intron 8 of 10)	13309	NM_029154	75010	Mm.85064	NM_029141	ENSMUSG00000014529	Tmbim7	4930403J02Rik|4930500J03Rik|4930511M11Rik|Lfg5|Lgf5|Tmbim1b	transmembrane BAX inhibitor motif containing 7	protein-coding
lmo2_peak_783	chr17	70744761	70745054	+	153	NA	intron (NM_001347414, intron 5 of 10)	intron (NM_001347414, intron 5 of 10)	101870	NM_001164077	21815	Mm.101034	NM_009372	ENSMUSG00000047407	Tgif1	AA959811|AI462167|Tgif	TGFB-induced factor homeobox 1	protein-coding
lmo2_peak_748	chr17	29447350	29447665	+	152	NA	Intergenic	Intergenic	-43278	NM_008842	18712	Mm.328931	NM_008842	ENSMUSG00000024014	Pim1	Pim-1	proviral integration site 1	protein-coding
lmo2_peak_818	chr18	35815105	35815454	+	152	NA	Intergenic	Intergenic	-14509	NM_133687	67393	Mm.94560	NM_133687	ENSMUSG00000046668	Cxxc5	4930415K17Rik	CXXC finger 5	protein-coding
lmo2_peak_1248	chr4	135286897	135287304	+	152	NA	Intergenic	Intergenic	-14340	NM_013885	29876	Mm.257765	NM_013885	ENSMUSG00000037242	Clic4	D0Jmb3|TU-74|mc3s5|mtCLIC	chloride intracellular channel 4 (mitochondrial)	protein-coding
lmo2_peak_1147	chr3	146698962	146699290	+	152	NA	Intergenic	Intergenic	-13641	NM_001368726	75015	Mm.250432	NM_029144	ENSMUSG00000048652	4930503B20Rik	1700013A07Rik|1700095G21Rik|4930483N21Rik|Gm1652|Samd13	RIKEN cDNA 4930503B20 gene	protein-coding
lmo2_peak_743	chr17	15084313	15084621	+	152	NA	Intergenic	Intergenic	42827	NM_001360401	381062	Mm.393767	NM_183133	ENSMUSG00000036552	Ermard	2210404J11Rik|2410011O22Rik|AI448938	ER membrane associated RNA degradation	protein-coding
lmo2_peak_1915	chrX	144987040	144987369	+	152	NA	intron (NM_001033795, intron 2 of 6)	intron (NM_001033795, intron 2 of 6)	-52140	NR_037309	100499526		NR_037309	ENSMUSG00000092917	Mir3472	mmu-mir-3472	microRNA 3472	ncRNA
lmo2_peak_1119	chr3	104997564	104997836	+	152	NA	Intergenic	Intergenic	-35991	NM_009520	22414	Mm.10740	NM_009520	ENSMUSG00000027840	Wnt2b	Wnt13	wingless-type MMTV integration site family, member 2B	protein-coding
lmo2_peak_354	chr12	46405708	46406063	+	152	NA	Intergenic	RMER1A|Other|Other	412882	NM_001364639	664883	Mm.247195	NM_021361	ENSMUSG00000021047	Nova1	9430099M15Rik|G630039L02|Nova-1	neuro-oncological ventral antigen 1	protein-coding
lmo2_peak_1620	chr8	33898019	33898234	+	151	NA	intron (NM_001042675, intron 1 of 6)	intron (NM_001042675, intron 1 of 6)	31737	NM_001042674	19663	Mm.323997	NM_019733	ENSMUSG00000031586	Rbpms	2010300K22Rik|2700019M19Rik|AU017537|RBP-MS|hermes	RNA binding protein gene with multiple splicing	protein-coding
lmo2_peak_1585	chr8	8482289	8482552	+	150	NA	Intergenic	Intergenic	178822	NM_010111	13642	Mm.209813	NM_010111	ENSMUSG00000001300	Efnb2	ELF-2|Epl5|Eplg5|Htk-L|LERK-5|Lerk5|NLERK-1	ephrin B2	protein-coding
lmo2_peak_163	chr10	83644803	83645077	+	148	NA	intron (NM_145220, intron 1 of 20)	L2b|LINE|L2	3724	NM_145220	216190	Mm.282985	NM_145220	ENSMUSG00000020263	Appl2	DIP13 beta|Dip3 beta|Dip3b	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	protein-coding
lmo2_peak_282	chr11	86742685	86742955	+	145	NA	intron (NM_001003908, intron 1 of 31)	intron (NM_001003908, intron 1 of 31)	14747	NM_001356393	67300	Mm.254588	NM_001003908	ENSMUSG00000047126	Cltc	3110065L21Rik|CHC|R74732	clathrin, heavy polypeptide (Hc)	protein-coding
lmo2_peak_1697	chr8	111657558	111657758	+	145	NA	intron (NR_156446, intron 1 of 2)	ORR1F|LTR|ERVL-MaLR	14215	NM_001037665	22640	Mm.4184	NM_011742	ENSMUSG00000055835	Zfp1	Fnp-1|Zfp-1|mkr-1	zinc finger protein 1	protein-coding
lmo2_peak_1597	chr8	11234197	11234391	+	144	NA	intron (NR_133670, intron 21 of 52)	intron (NR_133670, intron 21 of 52)	-78511	NM_009932	12827	Mm.181021	NM_009932	ENSMUSG00000031503	Col4a2	Col4a-2	collagen, type IV, alpha 2	protein-coding
lmo2_peak_1418	chr6	48700268	48700539	+	143	NA	Intergenic	Intergenic	7841	NM_153175	231931	Mm.321047	NM_153175	ENSMUSG00000047867	Gimap6	4833419H03Rik|Ian6|mFLJ00102	GTPase, IMAP family member 6	protein-coding
lmo2_peak_948	chr2	45185140	45185452	+	143	NA	Intergenic	Intergenic	-67854	NM_001355288	24136	Mm.440702	NM_015753	ENSMUSG00000026872	Zeb2	9130203F04Rik|D130016B08Rik|SIP1|Zfhx1b|Zfx1b|Zfxh1b	zinc finger E-box binding homeobox 2	protein-coding
lmo2_peak_113	chr10	18307437	18307715	+	143	NA	Intergenic	Intergenic	-72595	NM_144820	215814	Mm.296565	NM_144820	ENSMUSG00000059554	Ccdc28a	1700009P13Rik|AI480677	coiled-coil domain containing 28A	protein-coding
lmo2_peak_618	chr15	77313725	77313944	+	143	NA	Intergenic	Intergenic	-6781	NM_001110827	93686	Mm.202774	NM_053104	ENSMUSG00000033565	Rbfox2	Fbm2|Fxh|Hrnbp2|Rbm9	RNA binding protein, fox-1 homolog (C. elegans) 2	protein-coding
lmo2_peak_494	chr13	103206644	103207022	+	143	NA	intron (NM_175171, intron 1 of 28)	MLT2B3|LTR|ERVL	127659	NM_175171	328329	Mm.202606	NM_175171	ENSMUSG00000034751	Mast4	4930420O11Rik|AI642422|mKIAA0303	microtubule associated serine/threonine kinase family member 4	protein-coding
lmo2_peak_129	chr10	31068777	31069177	+	143	NA	Intergenic	Intergenic	-226194	NM_013904	15214	Mm.103573	NM_013904	ENSMUSG00000019789	Hey2	CHF1|Herp1|Hrt2|bHLHb32|hesr2	hairy/enhancer-of-split related with YRPW motif 2	protein-coding
lmo2_peak_1291	chr5	24979637	24979886	+	143	NA	intron (NM_145401, intron 3 of 15)	PB1|SINE|Alu	15992	NM_001310480	108099	Mm.33649	NM_145401	ENSMUSG00000028944	Prkag2	2410051C13Rik|AAKG|AAKG2|AI854673|H91620p|WPWS	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein-coding
lmo2_peak_1897	chrX	53000690	53000971	+	143	NA	intron (NM_013556, intron 2 of 8)	B1F|SINE|Alu	12752	NM_013556	15452	Mm.299381	NM_013556	ENSMUSG00000025630	Hprt	C81579|HPGRT|Hprt1	hypoxanthine guanine phosphoribosyl transferase	protein-coding
lmo2_peak_1277	chr4	154023893	154024299	+	143	NA	intron (NM_001163721, intron 2 of 3)	intron (NM_001163721, intron 2 of 3)	1948	NM_001357248	68859	Mm.477488	NM_001033144	ENSMUSG00000078350	Smim1	0610011H04Rik|1190007F08Rik|2700009I11Rik	small integral membrane protein 1	protein-coding
lmo2_peak_838	chr18	75262247	75262573	+	143	NA	intron (NM_027727, intron 16 of 16)	intron (NM_027727, intron 16 of 16)	34907	NR_045394	100503117	Mm.250517	NR_045393	ENSMUSG00000102047	2010010A06Rik	5033420E22Rik	RIKEN cDNA 2010010A06 gene	ncRNA
lmo2_peak_417	chr13	24630410	24630664	+	143	NA	intron (NM_178658, intron 1 of 13)	intron (NM_178658, intron 1 of 13)	-8111	NM_029679	193385	Mm.217319	NM_029679	ENSMUSG00000036006	Ripor2	Fam65b	RHO family interacting cell polarization regulator 2	protein-coding
lmo2_peak_658	chr16	12303524	12303729	+	143	NA	Intergenic	Intergenic	319513	NM_028277	72555	Mm.310139	NM_028277	ENSMUSG00000022494	Shisa9	2700045P11Rik|Ckamp44	shisa family member 9	protein-coding
lmo2_peak_1823	chr9	71677470	71677764	+	143	NA	intron (NM_026599, intron 8 of 18)	intron (NM_026599, intron 8 of 18)	-85257	NM_001033208	102371	Mm.27585	NM_001033208	ENSMUSG00000041361	Myzap	AA407270|AV006038|Gcom1|Gm20502|Gm640|Grinl1a7|Myozap	myocardial zonula adherens protein	protein-coding
lmo2_peak_168	chr10	84387411	84387779	+	143	NA	intron (NM_001004363, intron 4 of 6)	L2c|LINE|L2	53073	NM_001004363	77976	Mm.25874	NM_001004363	ENSMUSG00000020032	Nuak1	AU014801|AW494241|B230104P22Rik|Omphk1	NUAK family, SNF1-like kinase, 1	protein-coding
lmo2_peak_1220	chr4	116684026	116684267	+	141	NA	TTS (NR_040442)	TTS (NR_040442)	-1453	NM_011034	18477	Mm.30929	NM_011034	ENSMUSG00000028691	Prdx1	MSP23|NkefA|OSF-3|OSF3|PAG|Paga|PrdxI|PrxI|TDX2|TPxA|Tdpx2|prx1	peroxiredoxin 1	protein-coding
lmo2_peak_1688	chr8	95001867	95002098	+	140	NA	intron (NM_018882, intron 1 of 13)	intron (NM_018882, intron 1 of 13)	-15710	NM_173036	54672	Mm.27995	NM_173036	ENSMUSG00000060470	Adgrg3	A030001G24Rik|AW214383|Gpr97|Pb1|Pb99	adhesion G protein-coupled receptor G3	protein-coding
lmo2_peak_1474	chr6	131377436	131377694	+	140	NA	intron (NM_139117, intron 5 of 9)	B1F|SINE|Alu	10885	NM_139117	56449	Mm.458000	NM_011733	ENSMUSG00000030189	Ybx3	Csda|Dpba|MSY3|MSY4|Yb2|dbpA|oxyR	Y box protein 3	protein-coding
lmo2_peak_1684	chr8	93941790	93941987	+	140	NA	intron (NM_001113384, intron 3 of 7)	intron (NM_001113384, intron 3 of 7)	70752	NM_011787	23802	Mm.34641	NM_011787	ENSMUSG00000031751	Amfr	gp78	autocrine motility factor receptor	protein-coding
lmo2_peak_1763	chr9	27213748	27214005	+	139	NA	Intergenic	Intergenic	-58455	NM_023277	83964	Mm.28770	NM_023277	ENSMUSG00000031990	Jam3	1110002N23Rik|JAM-3|JAM-C|Jcam3	junction adhesion molecule 3	protein-coding
lmo2_peak_987	chr2	91948258	91948487	+	137	NA	intron (NM_001166597, intron 1 of 31)	intron (NM_001166597, intron 1 of 31)	1976	NM_001166597	104418	Mm.314923	NM_138306	ENSMUSG00000040479	Dgkz	E130307B02Rik|F730209L11Rik|mDGK[z]	diacylglycerol kinase zeta	protein-coding
lmo2_peak_487	chr13	97462120	97462303	+	136	NA	intron (NR_110432, intron 1 of 1)	intron (NR_110432, intron 1 of 1)	-20490	NR_110431	100039691	Mm.219358	NR_110430	ENSMUSG00000078952	Lncenc1	Gm11019|Gm2373|Lincenc1|Platr18|linc-Enc1	long non-coding RNA, embryonic stem cells expressed 1	ncRNA
lmo2_peak_661	chr16	15642722	15642959	+	134	NA	intron (NM_011159, intron 1 of 85)	B1_Mus1|SINE|Alu	4974	NM_011159	19090	Mm.71	NM_011159	ENSMUSG00000022672	Prkdc	AI326420|AU019811|DNA-PKcs|DNAPDcs|DNAPK|DNPK1|DOXNPH|HYRC1|XRCC7|dxnph|p460|scid|slip	protein kinase, DNA activated, catalytic polypeptide	protein-coding
lmo2_peak_1729	chr8	122537867	122538145	+	130	NA	intron (NM_001037298, intron 1 of 50)	intron (NM_001037298, intron 1 of 50)	13323	NM_001037298	234839	Mm.37324	NM_001037298	ENSMUSG00000014444	Piezo1	9630020g22|Fam38a|mKIAA0233	piezo-type mechanosensitive ion channel component 1	protein-coding
lmo2_peak_791	chr17	84147772	84148031	+	130	NA	Intergenic	Intergenic	40046	NM_001001806	12193	Mm.259321	NM_001001806	ENSMUSG00000045817	Zfp36l2	Brf2|ERF2|Tis11d	zinc finger protein 36, C3H type-like 2	protein-coding
lmo2_peak_1168	chr4	42880185	42880389	+	130	NA	Intergenic	Intergenic	-6053	NM_001356379	277773	Mm.212727	NM_177785	ENSMUSG00000050141	Fam205c	4931430D02|FAM205CP	family with sequence similarity 205, member C	protein-coding
lmo2_peak_378	chr12	86220780	86221039	+	130	NA	Intergenic	Intergenic	-20949	NM_001324488	70373	Mm.252967	NM_027405	ENSMUSG00000021254	Gpatch2l	1700020O03Rik|4732487G21Rik|A630090I05Rik|Kiaa1152	G patch domain containing 2 like	protein-coding
lmo2_peak_257	chr11	62929998	62930197	+	130	NA	Intergenic	Intergenic	-21096	NM_025496	66338	Mm.46166	NM_025496	ENSMUSG00000042200	Cdrt4	1700019I23Rik	CMT1A duplicated region transcript 4	protein-coding
lmo2_peak_193	chr10	117452316	117452566	+	130	NA	Intergenic	Intergenic	-5006	NR_152734	102634600	Mm.399106	NR_152734	ENSMUSG00000112344	Gm32141	-	predicted gene, 32141	ncRNA
lmo2_peak_954	chr2	60978922	60979180	+	130	NA	Intergenic	Intergenic	-3900	NR_045335	100038493	Mm.388076	NR_045335	ENSMUSG00000075325	Gm13582	-	predicted gene 13582	ncRNA
lmo2_peak_1853	chr9	109825734	109826093	+	130	NA	intron (NM_183136, intron 4 of 4)	intron (NM_183136, intron 4 of 4)	5518	NR_033215	378954	Mm.335474	NR_033215		3000002C10Rik	-	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
lmo2_peak_1034	chr2	152049204	152049495	+	130	NA	Intergenic	MER92C|LTR|ERV1	-32180	NM_001160410	545474	Mm.214317	NM_001160410	ENSMUSG00000060257	Scrt2	AW060659	scratch family zinc finger 2	protein-coding
lmo2_peak_613	chr15	73645614	73645813	+	130	NA	Intergenic	CpG	-20969	NM_001033219	106068	Mm.212813	NM_001033219	ENSMUSG00000079020	Slc45a4	9330175B01Rik|AW552276	solute carrier family 45, member 4	protein-coding
lmo2_peak_834	chr18	62732045	62732304	+	130	NA	intron (NM_001168423, intron 1 of 4)	intron (NM_001168423, intron 1 of 4)	9213	NM_001168423	100038417	Mm.387557	NM_001168423	ENSMUSG00000073551	Spink13	Gm10534|Spink5l3	serine peptidase inhibitor, Kazal type 13	protein-coding
lmo2_peak_30	chr1	75450431	75450639	+	130	NA	promoter-TSS (NM_183022)	promoter-TSS (NM_183022)	25	NM_183022	241118	Mm.110790	NM_183022	ENSMUSG00000033007	Asic4	Accn4|BNAC4	acid-sensing (proton-gated) ion channel family member 4	protein-coding
lmo2_peak_916	chr2	10576005	10576292	+	129	NA	intron (NM_177386, intron 19 of 22)	intron (NM_177386, intron 19 of 22)	57993	NR_035418	100316831		NR_035418	ENSMUSG00000080594	Mir669h	Mirn669h|mir-669h|mmu-mir-669h	microRNA 669h	ncRNA
lmo2_peak_1062	chr2	172348404	172348686	+	129	NA	intron (NM_025912, intron 1 of 2)	intron (NM_025912, intron 1 of 2)	2968	NM_025912	67017	Mm.30013	NM_025912	ENSMUSG00000027495	Fam210b	2010011I20Rik|AI430961|AV108736	family with sequence similarity 210, member B	protein-coding
lmo2_peak_416	chr13	21114211	21114438	+	129	NA	Intergenic	Intergenic	-18453	NM_010984	18341	Mm.246536	NM_010984	ENSMUSG00000071522	Olfr263	GA_x5J8B7TTCWC-858-415|IA3|MOR256-31|MOR256-37P|MOR256-61|Olfr263-ps1|Olfr42	olfactory receptor 263	protein-coding
lmo2_peak_1364	chr5	131519627	131519884	+	126	NA	intron (NM_001363480, intron 6 of 19)	B1F1|SINE|Alu	-105037	NR_152164	545809	Mm.357553	NR_152164	ENSMUSG00000105387	Gm29681	Gm42590	predicted gene, 29681	ncRNA
lmo2_peak_1744	chr8	127146195	127146428	+	124	NA	intron (NM_001363431, intron 1 of 24)	Lx8|LINE|L1	82255	NM_001309392	93742	Mm.299254	NM_033620	ENSMUSG00000025812	Pard3	AA960621|AI256638|Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding
lmo2_peak_827	chr18	56321596	56321828	+	119	NA	Intergenic	Intergenic	-78628	NM_001360917	107022	Mm.24356	NM_026240	ENSMUSG00000001700	Gramd3	9030613F08Rik|9130427A09Rik|AW061306|Gramd2b|NS3TP2	GRAM domain containing 3	protein-coding
lmo2_peak_718	chr16	95352304	95352468	+	118	NA	Intergenic	Intergenic	-92684	NR_153766	102633941	Mm.384086	NR_153766		Gm31641	-	predicted gene, 31641	ncRNA
lmo2_peak_1468	chr6	125473510	125473703	+	118	NA	intron (NM_007657, intron 1 of 7)	intron (NM_007657, intron 1 of 7)	21154	NM_007657	12527	Mm.210676	NM_007657	ENSMUSG00000030342	Cd9	Tspan29	CD9 antigen	protein-coding
